,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
165,"frozenset({0, 29})",frozenset({26}),0.00939723452812458,0.05195328231977447,0.0005369848301785474,0.05714285714285715,1.099889258028793,4.876765171375855e-05,1.00550409450933
166,"frozenset({26, 29})",frozenset({0}),0.0017452006980802793,0.09692576184722781,0.0005369848301785474,0.30769230769230765,3.174515235457063,0.0003678299229408025,1.304440566220671
167,frozenset({0}),"frozenset({26, 29})",0.09692576184722781,0.0017452006980802793,0.0005369848301785474,0.00554016620498615,3.1745152354570636,0.0003678299229408025,1.003816107376025
168,frozenset({26}),"frozenset({0, 29})",0.05195328231977447,0.00939723452812458,0.0005369848301785474,0.010335917312661497,1.099889258028793,4.876765171375855e-05,1.0009484862600935
169,frozenset({29}),"frozenset({0, 26})",0.10417505705463821,0.004027386226339106,0.0005369848301785474,0.005154639175257732,1.2798969072164947,0.00011743164026860694,1.0011330936377731
170,"frozenset({45, 29})",frozenset({5}),0.0013424620754463685,0.07329842931937172,0.0005369848301785474,0.4,5.457142857142858,0.00043858446862750475,1.5445026178010473
171,"frozenset({5, 29})",frozenset({45}),0.005369848301785474,0.03557524499932877,0.0005369848301785474,0.1,2.810943396226415,0.00034595116123329966,1.0715830611118569
172,"frozenset({5, 45})",frozenset({29}),0.0013424620754463685,0.10417505705463821,0.0005369848301785474,0.4,3.8396907216494847,0.000397133766875234,1.493041571575603
173,frozenset({29}),"frozenset({5, 45})",0.10417505705463821,0.0013424620754463685,0.0005369848301785474,0.005154639175257732,3.8396907216494847,0.000397133766875234,1.0038319293127638
174,frozenset({45}),"frozenset({5, 29})",0.03557524499932877,0.005369848301785474,0.0005369848301785474,0.015094339622641508,2.810943396226415,0.00034595116123329966,1.009873525670601
175,frozenset({5}),"frozenset({45, 29})",0.07329842931937172,0.0013424620754463685,0.0005369848301785474,0.007326007326007326,5.457142857142857,0.00043858446862750475,1.0060277042561
176,"frozenset({52, 29})",frozenset({15}),0.0012082158679017317,0.027654718754195194,0.0005369848301785474,0.4444444444444445,16.071197411003237,0.0005035719601573692,1.7502215062424484
177,"frozenset({52, 15})",frozenset({29}),0.0017452006980802793,0.10417505705463821,0.0005369848301785474,0.30769230769230765,2.9536082474226797,0.00035517844788423994,1.2939693620321893
178,"frozenset({29, 15})",frozenset({52}),0.0033561551886159215,0.0178547456034367,0.0005369848301785474,0.16,8.961203007518797,0.00047706153308015606,1.1692205409482896
179,frozenset({52}),"frozenset({29, 15})",0.0178547456034367,0.0033561551886159215,0.0005369848301785474,0.030075187969924814,8.961203007518797,0.00047706153308015606,1.0275475299218146
180,frozenset({29}),"frozenset({52, 15})",0.10417505705463821,0.0017452006980802793,0.0005369848301785474,0.005154639175257732,2.95360824742268,0.00035517844788423994,1.0034271039615152
181,frozenset({15}),"frozenset({52, 29})",0.027654718754195194,0.0012082158679017317,0.0005369848301785474,0.019417475728155338,16.071197411003237,0.0005035719601573692,1.0185698392634268
182,"frozenset({51, 47})",frozenset({15}),0.003221908981071285,0.027654718754195194,0.0006712310377231843,0.20833333333333331,7.533373786407767,0.0005821300510000422,1.2282256184157532
183,"frozenset({51, 15})",frozenset({47}),0.0016109544905356424,0.0873942811115586,0.0006712310377231843,0.41666666666666663,4.767665130568356,0.0005304428281193847,1.5644669466658996
184,"frozenset({15, 47})",frozenset({51}),0.003758893811249832,0.04644918781044435,0.0006712310377231843,0.17857142857142855,3.844446738232865,0.0004966334731249238,1.1608444670133722
185,frozenset({51}),"frozenset({15, 47})",0.04644918781044435,0.003758893811249832,0.0006712310377231843,0.014450867052023121,3.8444467382328655,0.0004966334731249238,1.0108487470419576
186,frozenset({47}),"frozenset({51, 15})",0.0873942811115586,0.0016109544905356424,0.0006712310377231843,0.0076804915514592925,4.767665130568355,0.0005304428281193847,1.0061165149019526
187,frozenset({15}),"frozenset({51, 47})",0.027654718754195194,0.003221908981071285,0.0006712310377231843,0.024271844660194174,7.533373786407767,0.0005821300510000422,1.021573565919897
188,"frozenset({66, 47})",frozenset({15}),0.0017452006980802793,0.027654718754195194,0.0005369848301785474,0.30769230769230765,11.126213592233007,0.0004887217957035122,1.4044987395772737
189,"frozenset({66, 15})",frozenset({47}),0.0016109544905356424,0.0873942811115586,0.0005369848301785474,0.3333333333333333,3.8141321044546848,0.00039619662057474787,1.368908578332662
190,"frozenset({15, 47})",frozenset({66}),0.003758893811249832,0.030473889112632567,0.0005369848301785474,0.14285714285714285,4.68785399622404,0.00042243671698835925,1.131113796035262
191,frozenset({66}),"frozenset({15, 47})",0.030473889112632567,0.003758893811249832,0.0005369848301785474,0.01762114537444934,4.687853996224041,0.00042243671698835925,1.0141109018154542
192,frozenset({47}),"frozenset({66, 15})",0.0873942811115586,0.0016109544905356424,0.0005369848301785474,0.006144393241167435,3.8141321044546848,0.00039619662057474787,1.0045614661926758
193,frozenset({15}),"frozenset({66, 47})",0.027654718754195194,0.0017452006980802793,0.0005369848301785474,0.019417475728155338,11.12621359223301,0.0004887217957035122,1.0180222210702745
